NumeroPedido;DtHoraPedido;DtHoraIntegracaoERP;Loja-Nome;Cod Loja;Bairro Entrega;CategoriaProduto;FormaPagamento;QTD.Itens;Qtd Unidades Devolvidas;NrItensCancelados;Peso Total (kg);ValorBrutoPedido(R$);Valor Desconto (R$);ValorLiquidoPedido(R$);HouveDesconto;CanalPedido;Dt Separacao Estoque;DtNotaFiscal;Dt_Despacho_Transportadora;DtEntregaCliente;Valor Frete (R$);TransportadoraResponsavel;SituacaoPedido;OBS
PA-2023-01342;11/20/2023 12:25 PM;11/20/2023 01:00 PM;pata amiga joinville sul;LJ-013;Aventureiro;RACAO;vale pet;14;1;;25.5;;781,01;846,10;X;loja fisica;;;;;;;Retirada na loja;embalagem para presente
PA-2023-01372;11/20/2023 03:10 AM;11/20/2023 01:10 PM;PATA AMIGA SAO JOSE KOBRASOL;LJ-018;Campinas;PETISCO;boleto;5;0;0;4.1;162;59,35;103,25;SIM;App;2023-11-22;2023-11-23;2023-11-27;2023-11-29;10,78;Rapido Catarinense;Entregue;pedido recorrente
PA-2023-01344;11/20/2023 12:12 PM;11/20/2023 01:32 PM;Pata Amiga Joinville Sul/SC;LJ-013;Costa e Silva;Racao Seca;CARTAO DE CREDITO;10;0;0;22.5;R$ 926,44;R$ 444,69;481,75;Sim;LOJA FISICA;;;;;;;Retirada na loja;pedido recorrente
PA-2023-01349;11/20/2023 11:38 AM;11/20/2023 01:38 PM;Pata Amiga Jaragua do Sul;;Jaragua Esquerdo;Rac.;pix;12;0;0;40.6;1893;R$ 908,75;984;S;Site;2023-11-22;2023-11-23;2023-11-24;2023-11-27;;TransPet Log;Entregue;
PA-2023-01370;11/20/2023 10:55 AM;11/20/2023 01:55 PM;Pata Amiga São José Kobrasol;LJ-018;;petisco;boleto;10;0;0;17.9;R$ 433,81;R$ 158,34;275.47;1;WhatsApp;2023-11-22;2023-11-24;2023-11-26;2023-11-28;R$ 30,97;Entrega Expressa SC;Entregue;
PA-2023-01365;11/20/2023 11:15 AM;11/20/2023 02:15 PM;Pata Amiga Itapoá;;Balneario Itapoa;Ração;Cartão de Débito;6;0;0;3.0;1203;577.73;R$ 625,87;SIM;app;2023-11-21;2023-11-23;2023-12-07;2023-12-09;R$ 13,60;Entrega Expressa SC;Entregue;conferir endereco com o cliente
PA-2023-01373;11/20/2023 01:07 PM;11/20/2023 02:27 PM;Pata Amiga Sao Jose Kobrasol/SC;;Forquilhinhas;higiene;DINHEIRO;8;0;0;28.1;331;121,06;210,61;Sim;App;2023-11-23;2023-11-24;2023-11-27;2023-11-28;83,97;Rapido Catarinense;Entregue;
PA-2023-01332;11/20/2023 11:38 AM;11/20/2023 02:38 PM;Pata Amiga Joinville Sul;LJ-013;Costa e Silva;HIGIENE;Debito;16;1;0;42.6;R$ 733,18;351,93;R$ 381,25;V;Site;2023-11-21;2023-11-21;2023-11-25;2023-11-28;65,15;Rapido Catarinense;Entregue;aguardando confirmacao de estoque
PA-2023-01350;11/20/2023 11:50 AM;11/20/2023 02:50 PM;Pata Amiga Jaragua Do Sul;;Ilha da Figueira;RACAO;Cartão de Débito;15;1;0;45.7;2.689,06;1290;R$ 1.398,31;true;Site;2023-11-21;2023-11-21;2023-11-26;2023-11-28;R$ 117,16;TransPet Log;Entregue;
PA-2023-01367;11/20/2023 12:07 PM;11/20/2023 03:07 PM;Pata Amiga Sao Jose Kobrasol;;Real Parque;Ração Medicamentosa;VALE PET;-;0;0;19,3;875,44;319,54;R$ 555,90;true;Tel.;2023-11-22;2023-11-22;2023-11-25;;;TransPet Log;Despachado - em transito;
PA-2023-01339;11/20/2023 06:07 AM;11/20/2023 04:07 PM;pata amiga joinville sul;LJ-013;Aventureiro;Petisco;PIX;2;0;;4.1;46.06;22,11;23;1;site;2023-11-21;2023-11-21;2023-11-24;2023-11-26;12,39;Logistica Propria;Entregue;aguardando confirmacao de estoque
PA-2023-01356;11/20/2023 03:50 PM;11/20/2023 04:10 PM;PATA AMIGA SAO BENTO DO SUL;;Oxford;RACAO;Vale Pet;9;;0;23.2;1087;521.84;R$ 565,33;Sim;APP;2023-11-23;2023-11-24;;;;Correios;Aguardando despacho;aguardando confirmacao de estoque
PA-2023-01335;11/20/2023 06:15 AM;11/20/2023 04:15 PM;PATA AMIGA JOINVILLE SUL;LJ-013;Vila Nova;PETISCO;Boleto;12;0;0;39.3;R$ 613,30;294,38;318,92;S;loja fisica;;;;;;;Retirada na loja;
PA-2023-01371;11/20/2023 03:50 PM;11/20/2023 04:25 PM;Pata Amiga São Jose Kobrasol;;Real Parque;Petisco;Cartao de Debito;11;1;0;45.3;355;129.62;R$ 225,50;Sim;Site;2023-11-21;2023-11-22;2023-11-24;;;Correios;Despachado - em transito;cliente pediu entrega no periodo da tarde
PA-2023-01321;11/20/2023 04:15 PM;11/20/2023 05:05 PM;pata amiga gaspar;;Poco Grande;RACAO;PIX;14;0;0;10.7;R$ 1.649,40;;857,69;SIM;Tel.;2023-11-23;2023-11-24;2023-11-28;2023-11-29;31.62;Logistica Propria;Entregue;embalagem para presente
PA-2023-01360;11/20/2023 04:07 PM;11/20/2023 05:27 PM;PATA AMIGA SAO BENTO DO SUL;;Serra Alta;MEDICAMENTO;Cartão de Crédito;6;0;0;24.4;R$ 545,24;261,72;283;Sim;Loja Fisica;;;;;;;Retirada na loja;conferir endereco com o cliente
PA-2023-01338;11/20/2023 07:55 AM;11/20/2023 05:55 PM;pata amiga joinville sul;;Jarivatuba;higiene;Pix;10;0;0;33.4;R$ 456,63;219,18;237,45;S;Loja Fisica;;;;;;;Retirada na loja;
PA-2023-01346;11/20/2023 05:10 PM;11/20/2023 06:00 PM;Pata Amiga Jaraguá do Sul;LJ-014;Ilha da Figueira;Rac.;Vale Pet;11;0;0;6.5;2259;1084.35;1174.71;Sim;SITE;2023-11-22;2023-11-23;2023-11-28;2023-11-30;R$ 14,94;Entrega Expressa SC;Entregue;embalagem para presente
PA-2023-01345;11/20/2023 03:12 PM;11/20/2023 06:12 PM;PATA AMIGA JARAGUA DO SUL;LJ-014;Ilha da Figueira;Higiene e Beleza;vale pet;5;0;0;10,3;250.53;120;130.28;sim;site;2023-11-22;2023-11-23;2023-11-26;2023-11-28;25;Rapido Catarinense;Entregue;
PA-2023-01366;11/20/2023 03:12 PM;11/20/2023 06:12 PM;PATA AMIGA FLORIANOPOLIS NORTE;LJ-017;Rio Vermelho;petisco;Vale Pet;4;0;0;11.4;R$ 169,66;27,82;141,84;;Site;2023-11-23;2023-11-24;2023-11-27;2023-11-29;32,42;Correios;Entregue;
PA-2023-01317;11/20/2023 08:45 AM;11/20/2023 06:45 PM;Pata Amiga Rio do sul;LJ-002;Budag;medicamento;Cartao de Credito;4;0;0;13.3;522,54;60,61;R$ 461,93;V;whatsapp;2023-11-21;2023-11-22;2023-11-25;2023-11-28;R$ 34,71;TransPet Log;Entregue;
PA-2023-01318;11/20/2023 01:55 PM;11/20/2023 06:55 PM; Pata Amiga Rio do Sul;;Canta Galo;Petisco;VALE PET;6;0;0;4.1;263,05;;232,54;true;Tel.;2023-11-21;2023-11-21;2023-11-25;2023-11-28;15.63;Correios;Entregue;embalagem para presente
PA-2023-01320;11/20/2023 07:45 PM;11/20/2023 07:55 PM;pata amiga indaial;;Nacoes;ACESSORIO;Debito;5;0;0;8.3;317,35;51.09;266.26;Sim;app;2023-11-23;2023-11-23;2023-11-26;2023-11-29;R$ 16,54;Logistica Propria;Entregue;
PA-2023-01376;11/20/2023 05:55 PM;11/20/2023 07:55 PM;PATA AMIGA SAO JOSE KOBRASOL;LJ-018;Campinas;petisco;Vale Pet;13;1;0;49.8;618,37;225.71;392,66;1;WhatsApp;2023-11-22;2023-11-23;2023-11-27;2023-11-29;107.13;Correios;Entregue;aguardando confirmacao de estoque
PA-2023-01380;11/20/2023 07:20 PM;11/20/2023 07:55 PM;Pata Amiga São Jose Kobrasol;;Kobrasol;Ração;Dinheiro;13;1;0;39,8;R$ 1.992,83;R$ 727,38;1.265,45;S;Telefone;2023-11-21;2023-11-22;2023-11-25;2023-11-26;111.70;Entrega Expressa SC;Entregue;
PA-2023-01382;11/20/2023 07:07 PM;11/20/2023 07:57 PM;PATA AMIGA PALHOCA;;Pagani;Racao Seca;vale pet;1;0;1;0,8;R$ 190,43;69,51;R$ 120,92;sim;SITE;2023-11-22;2023-11-22;2023-11-23;2023-11-27;6,97;TransPet Log;Entregue;aguardando confirmacao de estoque
PA-2023-01353;11/20/2023 08:05 PM;11/20/2023 08:25 PM;Pata Amiga Jaragua Do Sul;LJ-014;Ilha da Figueira;RAÇÃO;CARTAO DE CREDITO;8;0;0;30,5;;768.62;R$ 832,68;sim;loja fisica;;;;;;;Retirada na loja;embalagem para presente
PA-2023-01347;11/20/2023 06:40 PM;11/20/2023 09:40 PM;Pata Amiga Jaragua Do Sul;;Centro;Ração Medicamentosa;boleto;5;0;0;19,3;332;159,81;R$ 173,13;sim;whatsapp;2023-11-22;2023-11-23;2023-11-25;2023-11-26;;Entrega Expressa SC;Entregue;conferir endereco com o cliente
PA-2023-01355;11/20/2023 09:30 PM;11/20/2023 09:50 PM;Pata Amiga Jaragua do Sul;LJ-014;Centro;Rac.;Cartao de Credito;7;1;0;28,5;-;671;727,90;Sim;App;2023-11-22;2023-11-23;2023-11-28;2023-11-30;82,62;Logistica Propria;Entregue;embalagem para presente
PA-2023-01385;11/20/2023 09:52 PM;11/20/2023 10:12 PM;Pata Amiga Palhoça;;Passa Vinte;Higiene;Cartao de Debito;9;0;0;27.4;R$ 442,63;161.56;281,07;1;Site;;;;;;;Pedido cancelado;cliente pediu entrega no periodo da tarde
PA-2023-01343;11/20/2023 09:00 PM;11/20/2023 10:20 PM;pata amiga joinville sul;LJ-013;Aventureiro;Rac.;boleto;13;0;0;5,8;R$ 2.267,03;R$ 1.088,17;1178.86;sim;Site;2023-11-23;;;;;Entrega Expressa SC;Aguardando nota fiscal;
PA-2023-01358;11/20/2023 10:00 PM;11/20/2023 11:20 PM;Pata Amiga Sao Bento do Sul;LJ-015;Serra Alta;racao;CARTAO DE DEBITO;14;0;0;46.7;2.303,37;R$ 1.105,62;R$ 1.197,75;SIM;loja fisica;;;;;;;Retirada na loja;
PA-2023-01368;11/20/2023 11:15 PM;11/20/2023 11:35 PM;Pata Amiga Sao Jose Kobrasol;;Forquilhinhas;Racao Seca;Cartao de Credito;14;0;0;34.1;2075;757.65;1318;Sim;site;2023-11-21;2023-11-22;2023-11-26;2023-11-29;51,60;Rapido Catarinense;Entregue;
PA-2023-01419;11/21/2023 12:20 AM;11/21/2023 12:40 AM;Pata Amiga Rio dos cedros;LJ-012;Centro;higiene;CARTAO DE CREDITO;;0;0;15,3;467,96;R$ 224,62;243,34;sim;loja fisica;;;;;;;Retirada na loja;
PA-2023-01319;11/20/2023 11:52 PM;11/21/2023 12:42 AM;Pata Amiga Timbó;;;Racao;boleto;3;0;0;9.3;595;95;499,48;S;SITE;2023-11-24;;;;;TransPet Log;Aguardando nota fiscal;
PA-2023-01340;11/20/2023 03:55 PM;11/21/2023 01:55 AM;PATA AMIGA JOINVILLE SUL;LJ-013;Vila Nova;HIGIENE;Debito;10;1;0;32.5;R$ 584,76;R$ 280,68;304;;Site;2023-11-23;2023-11-23;2023-11-27;2023-11-28;75,97;Correios;Entregue;
PA-2023-01316;11/20/2023 04:30 PM;11/21/2023 02:30 AM;Pata Amiga Blumenau Centro/SC;LJ-001;Velha;petisco;Debito;8;0;1;19.0;351,43;168,69;182,74;S;APP;2023-11-24;2023-11-26;2023-11-30;2023-12-02;51.38;TransPet Log;Entregue;conferir endereco com o cliente
PA-2023-01348;11/20/2023 10:12 PM;11/21/2023 03:12 AM;Pata Amiga Jaragua do Sul;LJ-014;Jaragua Esquerdo;Racao Seca;Boleto;19;;n/d;77.0;2.901,76;1392;R$ 1.508,92;V;APP;2023-11-24;2023-11-25;2023-11-26;2023-11-30;242,68;Correios;Entregue;
PA-2023-01438;11/21/2023 03:12 AM;11/21/2023 03:22 AM;pata amiga florianopolis norte;LJ-017;Saco Grande;acessorio;Vale Pet;3;0;0;5.3;R$ 164,90;5.28;R$ 159,62;1;site;2023-11-23;2023-11-24;2023-11-29;;;Rapido Catarinense;Despachado - em transito;pedido recorrente
PA-2023-01361;11/20/2023 11:52 PM;11/21/2023 04:52 AM;PATA AMIGA ITAPOA;;Balneario Itapoa;HIGIENE;VALE PET;14;1;0;18.4;448,19;215,13;233,06;SIM;Site;2023-11-25;2023-11-26;2023-12-10;2023-12-11;67,00;Rapido Catarinense;Entregue;cliente pediu entrega no periodo da tarde
PA-2023-01441;11/21/2023 05:15 AM;11/21/2023 05:35 AM;Pata Amiga Santo Amaro da Imperatriz;LJ-020;Braco Sao Joao;Ração Medicamentosa;pix;5;0;0;12.5;R$ 332,54;30.26;302.28;;;2023-11-23;2023-11-24;;;;Entrega Expressa SC;Aguardando despacho;
PA-2023-01392;11/21/2023 05:07 AM;11/21/2023 05:57 AM;pata amiga blumenau centro;;Progresso;Petisco;vale pet;9;0;0;16,2;400.89;192.43;208;sim;app;2023-11-23;2023-11-24;2023-11-28;2023-12-01;55.84;Correios;Entregue;
PA-2023-01388;11/21/2023 05:50 AM;11/21/2023 06:00 AM; Pata Amiga Blumenau Centro;LJ-001;Vorstadt;Petisco;Vale Pet;;0;0;5.7;R$ 99,41;47,72;51.69;V;site;2023-11-23;2023-11-24;2023-11-26;2023-11-29;12,54;Rapido Catarinense;Entregue;
PA-2023-01437;11/21/2023 03:25 AM;11/21/2023 06:25 AM;PATA AMIGA ITAPOA;;Balneario Itapoa;RACAO;pix;7;1;0;18.1;1.490,96;R$ 311,61;R$ 1.179,35;S;APP;2023-11-25;2023-11-26;2023-12-04;;;Logistica Propria;Despachado - em transito;embalagem para presente
PA-2023-01386;11/21/2023 06:12 AM;11/21/2023 06:47 AM;pata amiga blumenau centro;LJ-001;Ribeirao Fresco;Racao;Cartao de Credito;16;2;0;21.1;R$ 1.886,82;905.67;981,15;X;App Pata Amiga;2023-11-23;;;;;Entrega Expressa SC;Aguardando nota fiscal;pedido recorrente
PA-2023-01394;11/21/2023 02:12 AM;11/21/2023 07:12 AM; Pata Amiga Rio do Sul;LJ-002;Canta Galo;RACAO;PIX;6;0;0;22.0;1.116,58;R$ 330,51;786,07;S;App Pata Amiga;2023-11-22;2023-11-23;2023-11-29;2023-12-01;44,55;Logistica Propria;Entregue;
PA-2023-01435;11/21/2023 02:20 AM;11/21/2023 07:20 AM;PATA AMIGA SAO BENTO DO SUL;;Oxford;petisco;pix;7;0;0;22.1;297.36;62.15;R$ 235,21;V;Site;2023-11-23;2023-11-24;;;;Entrega Expressa SC;Aguardando despacho;
PA-2023-01436;11/21/2023 06:10 AM;11/21/2023 07:30 AM;Pata Amiga Itapoá;;Figueira do Pontal;RACAO;VALE PET;;;0;6,4;331,63;R$ 69,31;262.32;SIM;app;2023-11-23;2023-11-24;2023-12-10;2023-12-11;;TransPet Log;Entregue;
PA-2023-01433;11/21/2023 07:30 AM;11/21/2023 07:50 AM;Pata Amiga Jaraguá do Sul;LJ-014;Jaragua Esquerdo;Petisco;vale pet;8;0;0;10.0;256.80;52.90;203.90;X;App;2023-11-23;2023-11-24;2023-11-25;;;Rapido Catarinense;Despachado - em transito;
PA-2023-01402;11/21/2023 03:05 AM;11/21/2023 08:05 AM;Pata Amiga Indaial;LJ-006;Nacoes;Higiene;boleto;4;0;0;10,4;111.65;53.59;58,06;V;app;2023-11-22;2023-11-22;2023-11-26;;;TransPet Log;Despachado - em transito;cliente pediu entrega no periodo da tarde
PA-2023-01400;11/21/2023 07:30 AM;11/21/2023 08:20 AM;pata amiga indaial;LJ-006;Nacoes;Ração Medicamentosa;Credito;7;0;2;15.3;1018;488,81;529,54;true;App;2023-11-23;2023-11-23;2023-11-27;2023-11-30;52;Logistica Propria;Entregue;
PA-2023-01398;11/21/2023 03:23 AM;11/21/2023 08:23 AM;Pata Amiga Timbo;LJ-005;Centro;Racao;PIX;10;;0;4.2;1.170,76;R$ 561,96;R$ 608,80;X;App;2023-11-23;2023-11-24;2023-11-30;2023-12-02;11.07;Logistica Propria;Entregue;produto fora de linha - substituido
PA-2023-01403;11/21/2023 07:45 AM;11/21/2023 08:35 AM;Pata Amiga Indaial;LJ-006;Nacoes;RAÇÃO;dinheiro;-;;0;18.5;1.439,12;690;748,34;SIM;WHATSAPP;2023-11-22;2023-11-22;2023-11-24;2023-11-26;R$ 38,44;Logistica Propria;Entregue;
PA-2023-01444;11/21/2023 08:20 AM;11/21/2023 08:55 AM;Pata Amiga Criciuma;;Rio Maina;Medicamento;vale pet;13;1;0;20.2;R$ 910,57;345,11;565.46;X;whatsapp;2023-11-23;2023-11-24;2023-11-27;2023-11-29;R$ 72,59;Correios;Entregue;
PA-2023-01447;11/21/2023 08:47 AM;11/21/2023 09:07 AM;Pata Amiga Criciuma;LJ-021;Centro;Higiene;Pix;5;0;0;12.2;R$ 261,07;98,95;162,12;sim;app;2023-11-23;2023-11-25;2023-11-26;2023-11-28;28;Entrega Expressa SC;Entregue;aguardando confirmacao de estoque
PA-2023-01416;11/21/2023 12:25 AM;11/21/2023 10:25 AM; Pata Amiga Gaspar;LJ-007;;Ração;Cartão de Débito;15;0;0;33.5;R$ 2.819,41;R$ 1.353,32;1.466,09;true;app;2023-11-23;2023-11-24;;;;Rapido Catarinense;Aguardando despacho;pedido recorrente
PA-2023-01399;11/21/2023 10:07 AM;11/21/2023 10:42 AM;PATA AMIGA INDAIAL;;Encano;Medicamento;DINHEIRO;17;0;0;7,9;1472.93;R$ 707,01;765,92;X;WHATSAPP;2023-11-23;;;;;Correios;Aguardando nota fiscal;
PA-2023-01449;11/21/2023 10:15 AM;11/21/2023 10:50 AM;pata amiga lages;;Guarujal;petisco;Cartao de Debito;3;0;0;6.3;R$ 156,83;R$ 26,35;R$ 130,48;V;site;2023-11-22;2023-11-22;2023-11-26;2023-11-29;12;Entrega Expressa SC;Entregue;cliente pediu entrega no periodo da tarde
PA-2023-01423;11/21/2023 06:23 AM;11/21/2023 11:23 AM;pata amiga joinville sul;LJ-013;Costa e Silva;medicamento;Boleto;3;0;0;7,9;261;54;206;1;Site;2023-11-22;2023-11-23;2023-11-26;2023-11-28;R$ 29,97;Entrega Expressa SC;Entregue;conferir endereco com o cliente
PA-2023-01424;11/21/2023 10:05 AM;11/21/2023 11:25 AM;PATA AMIGA JOINVILLE SUL;;Boa Vista;RACAO;Especie;3;0;0;3.0;440.18;92.00;348.18;S;loja fisica;;;;;;;Retirada na loja;aguardando confirmacao de estoque
PA-2023-01439;11/21/2023 11:23 AM;11/21/2023 11:43 AM;PATA AMIGA SAO JOSE KOBRASOL;LJ-018;Forquilhinhas;servico;Cartao de Credito;1;0;0;2.9;133,35;R$ 0,80;132,55;true;App;2023-11-24;2023-11-25;2023-11-29;2023-12-01;14,00;Entrega Expressa SC;Entregue;aguardando confirmacao de estoque
PA-2023-01391;11/21/2023 06:50 AM;11/21/2023 11:50 AM;pata amiga blumenau centro;LJ-001;Garcia;Racao Seca;dinheiro;11;1;0;37.6;R$ 1.512,54;726.02;786,52;Sim;whatsapp;2023-11-23;2023-11-23;2023-11-27;2023-11-29;107,94;Entrega Expressa SC;Entregue;conferir endereco com o cliente
PA-2023-01427;11/21/2023 11:47 AM;11/21/2023 12:22 PM;pata amiga joinville sul;LJ-013;Vila Nova;RACAO;CARTAO DE CREDITO;7;0;0;18,8;R$ 1.294,68;270.59;R$ 1.024,09;;telefone;2023-11-22;2023-11-22;2023-11-24;2023-11-26;51;Correios;Entregue;
PA-2023-01429;11/21/2023 08:05 AM;11/21/2023 01:05 PM;pata amiga joinville sul;LJ-013;Boa Vista;RAÇÃO;PIX;4;0;0;7.0;786,76;164.43;622.33;true;LOJA FISICA;;;;;;;Retirada na loja;pedido recorrente
PA-2023-01432;11/21/2023 11:50 AM;11/21/2023 01:10 PM;Pata Amiga Jaragua do Sul;LJ-014;Ilha da Figueira;RACAO;BOLETO;-;0;0;24.4;800,77;164,96;635,81;sim;Tel.;2023-11-25;2023-11-26;2023-11-29;2023-11-30;R$ 41,46;Rapido Catarinense;Entregue;
PA-2023-01442;11/21/2023 12:20 PM;11/21/2023 01:10 PM;Pata Amiga Criciuma;LJ-021;Rio Maina;Medicamentos;pix;4;0;0;9.9;339.58;128,70;R$ 210,88;S;LOJA FISICA;;;;;;;Retirada na loja;
PA-2023-01396;11/21/2023 10:12 AM;11/21/2023 01:12 PM;Pata Amiga Rio do Sul;LJ-002;Sumare;medicamento;Debito;13;0;1;37.7;1931;571.80;;V;App Pata Amiga;2023-11-24;2023-11-25;2023-11-29;;;Correios;Despachado - em transito;
PA-2023-01411;11/21/2023 03:35 AM;11/21/2023 01:35 PM; Pata Amiga Gaspar;LJ-007;Figueira;Medicamentos;Credito;6;0;0;11,5;671,47;322,31;349.16;sim;telefone;2023-11-23;2023-11-24;2023-11-26;;;Entrega Expressa SC;Despachado - em transito;cliente pediu entrega no periodo da tarde
PA-2023-01422;11/21/2023 10:52 AM;11/21/2023 01:52 PM;Pata Amiga Rio dos Cedros;LJ-012;Centro;Ração;boleto;4;0;0;12,4;775,01;372,00;403,01;true;site;2023-11-24;2023-11-25;2023-12-05;2023-12-08;;Rapido Catarinense;Entregue;
PA-2023-01417;11/21/2023 12:47 PM;11/21/2023 02:07 PM;PATA AMIGA GASPAR;;Poco Grande;racao;Vale Pet;6;0;0;7.8;R$ 1.222,99;587,04;635,95;X;WhatsApp;2023-11-23;2023-11-23;2023-11-27;;;TransPet Log;Despachado - em transito;
PA-2023-01395;11/21/2023 01:23 PM;11/21/2023 02:13 PM;Pata Amiga Rio do Sul;;Centro;MEDICAMENTO;Vale Pet;2;0;;3,4;209,25;61,94;R$ 147,31;X;APP;2023-11-23;2023-11-23;2023-11-27;2023-11-29;13.20;Rapido Catarinense;Entregue;pedido recorrente
PA-2023-01443;11/21/2023 01:10 PM;11/21/2023 02:30 PM;Pata Amiga Criciuma;;Centro;Rac.;vale pet;14;1;0;17.7;1.751,10;R$ 663,67;;true;SITE;2023-11-22;2023-11-23;2023-11-27;2023-11-29;44;Correios;Entregue;conferir endereco com o cliente
PA-2023-01401;11/21/2023 01:35 PM;11/21/2023 02:55 PM;PATA AMIGA INDAIAL;LJ-006;Nacoes;Racao Seca;CARTAO DE CREDITO;16;2;0;66,1;2.994,77;1.437,49;1.557,28;true;SITE;2023-11-22;;;;;TransPet Log;Aguardando nota fiscal;
PA-2023-01428;11/21/2023 02:15 PM;11/21/2023 03:05 PM;Pata Amiga Joinville Sul;;Vila Nova;Med.;VALE PET;7;0;0;16.1;740,56;R$ 154,78;R$ 585,78;X;whatsapp;2023-11-23;2023-11-23;2023-11-27;2023-11-29;46,74;Correios;Entregue;cliente pediu entrega no periodo da tarde
PA-2023-01440;11/21/2023 02:45 PM;11/21/2023 03:05 PM;Pata Amiga Palhoca;LJ-019;Pagani;servico;VALE PET;1;0;0;2.0;115,34;0,69;114,65;S;APP;2023-11-24;2023-11-25;2023-11-28;2023-11-30;11.29;Logistica Propria;Entregue;
PA-2023-01448;11/21/2023 05:25 AM;11/21/2023 03:25 PM;pata amiga criciuma;;Rio Maina;racao;Dinheiro;13;1;n/d;46.5;2.572,88;975,12;R$ 1.597,76;sim;APP;2023-11-23;2023-11-24;2023-11-25;2023-11-27;87,47;Correios;Entregue;
PA-2023-01407;11/21/2023 03:38 PM;11/21/2023 03:58 PM;Pata Amiga Gaspar;;Figueira;petisco;Credito;13;0;0;31.7;516.13;R$ 247,74;268,39;SIM;LOJA FISICA;;;;;;;Retirada na loja;
PA-2023-01415;11/21/2023 01:12 PM;11/21/2023 04:12 PM;PATA AMIGA GASPAR;LJ-007;Gasparinho;Med.;Especie;7;0;0;12.5;R$ 952,08;R$ 457,00;R$ 495,08;V;APP;2023-11-24;2023-11-24;2023-11-27;;;Logistica Propria;Despachado - em transito;
PA-2023-01431;11/21/2023 03:40 PM;11/21/2023 04:30 PM;PATA AMIGA JARAGUA DO SUL;LJ-014;Centro;Racao Seca;CARTAO DE CREDITO;7;0;0;15.0;R$ 849,84;175.07;674;sim;loja fisica;;;;;;;Retirada na loja;
PA-2023-01406;11/21/2023 04:40 PM;11/21/2023 04:50 PM;pata amiga gaspar;LJ-007;Gasparinho;Rac.;dinheiro;14;0;0;50.8;R$ 1.658,34;796.00;862.34;X;Loja Física;;;;;;;Retirada na loja;pedido recorrente
PA-2023-01445;11/21/2023 04:40 PM;11/21/2023 04:50 PM;Pata Amiga Criciuma;LJ-021;Rio Maina;Ração;Cartão de Débito;7;0;0;12.8;956,35;;593,89;S;Tel.;;;;;;;Pedido cancelado;aguardando confirmacao de estoque
PA-2023-01426;11/21/2023 04:35 PM;11/21/2023 05:10 PM;Pata Amiga Joinville Sul/SC;LJ-013;Jarivatuba;racao;vale pet;4;0;0;7.7;795;R$ 166,33;R$ 629,51;S;App Pata Amiga;2023-11-24;2023-11-25;2023-11-27;2023-11-28;24,88;Rapido Catarinense;Entregue;
PA-2023-01425;11/21/2023 07:30 AM;11/21/2023 05:30 PM;Pata Amiga Joinville Sul/SC;LJ-013;Aventureiro;racao;Cartao de Credito;5;0;0;8.8;956.06;199,82;;X;site;2023-11-23;2023-11-24;2023-11-28;2023-11-30;R$ 30,99;TransPet Log;Entregue;
PA-2023-01390;11/21/2023 04:47 PM;11/21/2023 05:37 PM;Pata Amiga Blumenal Centro;LJ-001;Velha;higiene;Cartão de Débito;14;0;0;45,2;410,70;R$ 197,14;213,56;sim;loja fisica;;;;;;;Retirada na loja;conferir endereco com o cliente
PA-2023-01430;11/21/2023 03:00 PM;11/21/2023 06:00 PM;Pata Amiga Joinville Sul;;;RACAO;Especie;;0;0;8.3;R$ 617,86;R$ 129,13;R$ 488,73;V;Loja Física;;;;;;;Retirada na loja;produto fora de linha - substituido
PA-2023-01446;11/21/2023 01:05 PM;11/21/2023 06:05 PM;PATA AMIGA CRICIUMA;LJ-021;Prospera;Ração;pix;9;0;0;36,4;1.654,40;627;1027.38;1;LOJA FISICA;;;;;;;Retirada na loja;produto fora de linha - substituido
PA-2023-01409;11/21/2023 06:05 PM;11/21/2023 06:55 PM;pata amiga gaspar;LJ-007;Bela Vista;HIGIENE;Cartao de Debito;9;0;0;29,9;234,16;112,40;121;SIM;App;2023-11-22;2023-11-24;2023-11-29;2023-12-01;93;Correios;Entregue;conferir endereco com o cliente
PA-2023-01389;11/21/2023 06:30 PM;11/21/2023 07:20 PM;pata amiga blumenau centro;;;Ração;Boleto;9;1;0;12.3;;R$ 598,02;647;true;Loja Física;;;;;;;Retirada na loja;cliente pediu entrega no periodo da tarde
PA-2023-01450;11/21/2023 06:47 PM;11/21/2023 07:37 PM;Pata Amiga Sao Joaquim;;Santa Terezinha;RACAO;vale pet;1;0;0;1,0;153,65;R$ 25,81;127.84;S;Site;2023-11-23;2023-11-24;2023-12-06;2023-12-08;7,99;Logistica Propria;Entregue;cliente pediu entrega no periodo da tarde
PA-2023-01421;11/21/2023 07:23 PM;11/21/2023 07:58 PM;PATA AMIGA RIO DOS CEDROS;LJ-012;Palmeiras;PETISCO;Boleto;12;2;0;32.9;392;188.41;204,11;sim;LOJA FISICA;;;;;;;Retirada na loja;
PA-2023-01397;11/21/2023 04:20 PM;11/21/2023 09:20 PM;Pata Amiga Rio do Sul;;Canta Galo;racao;Credito;7;0;0;7.5;1.117,35;-;786,61;;Telefone;;;;;;;Pedido cancelado;aguardando confirmacao de estoque
